Rank,Model,Aver,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Precision,Nparam,model_link
142,PocketDoc/Dans-TotSirocco-7b,56.92,62.03,84.23,64.19,46.49,78.69,13.27,49.54,fine-tuned,16bit,7.24,https://huggingface.co/PocketDoc/Dans-TotSirocco-7b
143,PocketDoc/Dans-TotSirocco-7b,56.9,62.2,84.28,63.8,46.04,79.48,13.19,49.3,fine-tuned,8bit,7.24,https://huggingface.co/PocketDoc/Dans-TotSirocco-7b
144,Weyaxi/OpenOrca-Zephyr-7B,56.89,64.08,83.82,62.46,54.31,78.93,46.25,8.42,fine-tuned,16bit,7.24,https://huggingface.co/Weyaxi/OpenOrca-Zephyr-7B
145,bhenrym14/mistral-7b-platypus-fp16,56.89,63.05,84.15,64.11,45.07,78.53,17.36,45.92,instruction-tuned,16bit,7.24,https://huggingface.co/bhenrym14/mistral-7b-platypus-fp16
146,teknium/CollectiveCognition-v1.1-Mistral-7B,56.76,62.12,84.17,62.35,57.62,75.37,35.86,19.85,instruction-tuned,16bit,7.11,https://huggingface.co/teknium/CollectiveCognition-v1.1-Mistral-7B
147,PulsarAI/Nebula-v2-7B,56.72,58.7,83.06,57.61,46.72,75.14,31.69,44.11,instruction-tuned,16bit,7.24,https://huggingface.co/PulsarAI/Nebula-v2-7B
148,HuggingFaceH4/mistral-7b-sft-beta,56.69,57.42,82.23,61.42,43.58,77.58,36.47,38.15,fine-tuned,16bit,7.0,https://huggingface.co/HuggingFaceH4/mistral-7b-sft-beta
149,ajibawa-2023/scarlett-33b,56.68,67.75,85.48,58.98,61.05,76.8,2.81,43.88,fine-tuned,16bit,32.32,https://huggingface.co/ajibawa-2023/scarlett-33b
150,xxyyy123/1701221123_Ads_Mistral7B-slimorca_all-Lqv-r4b128,56.65,62.88,83.99,62.89,50.55,79.72,40.18,16.33,fine-tuned,16bit,7.0,https://huggingface.co/xxyyy123/1701221123_Ads_Mistral7B-slimorca_all-Lqv-r4b128
151,bofenghuang/vigogne-33b-instruct,56.64,63.05,85.0,58.32,52.1,78.85,11.14,47.99,fine-tuned,16bit,32.32,https://huggingface.co/bofenghuang/vigogne-33b-instruct
152,NousResearch/Nous-Puffin-70B,56.58,67.41,87.37,69.77,46.77,83.9,34.27,6.6,fine-tuned,16bit,68.72,https://huggingface.co/NousResearch/Nous-Puffin-70B
153,PocketDoc/Dans-PersonalityEngine-30b,56.42,63.48,84.37,58.99,46.98,80.98,15.54,44.61,fine-tuned,16bit,32.32,https://huggingface.co/PocketDoc/Dans-PersonalityEngine-30b
154,Sao10K/Euryale-L2-70B,56.39,68.94,87.07,68.84,54.49,82.08,26.54,6.75,fine-tuned,16bit,68.72,https://huggingface.co/Sao10K/Euryale-L2-70B
155,yulan-team/YuLan-Chat-2-13b-fp16,56.36,59.04,80.66,56.72,52.18,79.64,13.8,52.45,instruction-tuned,16bit,12.95,https://huggingface.co/yulan-team/YuLan-Chat-2-13b-fp16
156,openaccess-ai-collective/hippogriff-30b-chat,56.32,64.51,85.2,59.09,48.42,80.82,10.24,45.99,fine-tuned,16bit,32.32,https://huggingface.co/openaccess-ai-collective/hippogriff-30b-chat
157,TheBloke/Llama-2-70B-fp16,56.25,67.32,87.33,69.83,44.92,83.74,33.97,6.62,fine-tuned,16bit,68.98,https://huggingface.co/TheBloke/Llama-2-70B-fp16
158,Weyaxi/Dolphin-Nebula-7B,56.25,55.2,78.57,53.44,57.97,73.88,33.06,41.61,instruction-tuned,16bit,7.24,https://huggingface.co/Weyaxi/Dolphin-Nebula-7B
159,jondurbin/airoboros-m-7b-3.1.2,56.24,61.86,83.51,61.91,53.75,77.58,13.87,41.2,fine-tuned,16bit,7.24,https://huggingface.co/jondurbin/airoboros-m-7b-3.1.2
160,NurtureAI/Starling-LM-11B-alpha-v1,56.23,62.2,83.24,64.03,45.7,80.51,50.95,6.99,fine-tuned,16bit,10.73,https://huggingface.co/NurtureAI/Starling-LM-11B-alpha-v1
161,elinas/chronos-70b-v2,56.21,68.09,86.5,68.28,53.7,81.22,28.66,7.06,fine-tuned,16bit,68.72,https://huggingface.co/elinas/chronos-70b-v2
162,Aspik101/trurl-2-13b-pl-instruct_unload,56.2,59.9,79.99,78.66,45.56,74.35,12.21,42.71,fine-tuned,16bit,12.85,https://huggingface.co/Aspik101/trurl-2-13b-pl-instruct_unload
163,TheBloke/WizardLM-30B-fp16,56.19,62.54,83.28,59.03,52.49,77.51,22.21,36.25,fine-tuned,16bit,32.32,https://huggingface.co/TheBloke/WizardLM-30B-fp16
164,Weyaxi/SynthIA-v1.3-Nebula-v2-7B,56.19,59.39,82.77,57.57,50.62,74.74,24.87,43.36,fine-tuned,16bit,7.24,https://huggingface.co/Weyaxi/SynthIA-v1.3-Nebula-v2-7B
165,LLMs/WizardLM-30B-V1.0,56.13,62.54,83.27,59.05,52.49,77.51,21.83,36.21,,16bit,32.32,https://huggingface.co/LLMs/WizardLM-30B-V1.0
166,TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,56.12,60.58,82.17,57.93,46.94,78.61,29.8,36.81,fine-tuned,16bit,32.32,https://huggingface.co/TheBloke/OpenAssistant-SFT-7-Llama-30B-HF
167,YeungNLP/firefly-llama-30b,56.06,64.25,83.64,58.23,53.2,77.43,15.85,39.83,fine-tuned,16bit,32.32,https://huggingface.co/YeungNLP/firefly-llama-30b
168,42MARU/sitebunny-13b,56.03,63.14,83.64,59.91,56.21,76.72,9.4,43.23,fine-tuned,16bit,12.85,https://huggingface.co/42MARU/sitebunny-13b
169,psmathur/model_420_preview,55.99,67.06,87.26,69.85,44.57,83.35,33.21,6.6,fine-tuned,16bit,68.72,https://huggingface.co/psmathur/model_420_preview
170,TheBloke/gpt4-alpaca-lora_mlp-65B-HF,55.94,65.02,86.13,62.73,59.16,80.66,28.28,9.64,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/gpt4-alpaca-lora_mlp-65B-HF
171,chargoddard/MelangeA-70b,55.92,71.25,87.3,70.56,60.61,81.53,5.69,14.53,instruction-tuned,16bit,68.98,https://huggingface.co/chargoddard/MelangeA-70b
172,ehartford/dolphin-2.0-mistral-7b,55.85,59.22,80.26,56.9,61.09,75.37,18.65,39.49,fine-tuned,16bit,7.11,https://huggingface.co/ehartford/dolphin-2.0-mistral-7b
173,Sao10K/Zephyrus-L1-33B,55.79,64.51,84.15,57.37,53.87,80.19,23.58,26.89,fine-tuned,16bit,32.53,https://huggingface.co/Sao10K/Zephyrus-L1-33B
174,TheBloke/tulu-30B-fp16,55.74,59.98,83.4,56.1,45.14,80.82,19.71,45.01,,16bit,32.32,https://huggingface.co/TheBloke/tulu-30B-fp16
175,allenai/digital-socrates-13b,55.69,58.36,80.14,57.01,44.47,74.59,29.49,45.79,fine-tuned,16bit,13.0,https://huggingface.co/allenai/digital-socrates-13b
176,Faradaylab/ARIA-70B-V2,55.66,62.12,85.68,63.49,49.8,81.69,28.81,18.04,fine-tuned,16bit,68.72,https://huggingface.co/Faradaylab/ARIA-70B-V2
177,SkunkworksAI/Mistralic-7B-1,55.44,60.84,82.29,60.8,52.38,77.03,11.07,43.71,fine-tuned,16bit,7.11,https://huggingface.co/SkunkworksAI/Mistralic-7B-1
178,yeontaek/llama-2-70b-IA3-guanaco,55.42,68.52,85.67,67.03,43.47,82.24,28.73,12.27,instruction-tuned,16bit,68.72,https://huggingface.co/yeontaek/llama-2-70b-IA3-guanaco
179,uukuguy/speechless-code-mistral-orca-7b-v1.0,55.33,59.64,82.25,61.33,48.45,77.51,8.26,49.89,fine-tuned,16bit,7.0,https://huggingface.co/uukuguy/speechless-code-mistral-orca-7b-v1.0
180,OpenBuddy/openbuddy-llama2-13b-v8.1-fp16,55.31,55.97,79.79,54.95,51.16,74.35,30.33,40.58,fine-tuned,16bit,12.88,https://huggingface.co/OpenBuddy/openbuddy-llama2-13b-v8.1-fp16
181,01-ai/Yi-34B-Chat,55.3,65.1,84.08,74.87,55.41,79.79,19.79,8.03,instruction-tuned,16bit,34.39,https://huggingface.co/01-ai/Yi-34B-Chat
182,ValiantLabs/ShiningValiantXS,55.3,64.42,83.58,60.37,55.0,76.8,34.72,12.22,fine-tuned,16bit,13.02,https://huggingface.co/ValiantLabs/ShiningValiantXS
183,jondurbin/airoboros-33b-2.1,55.3,63.65,84.97,57.37,52.17,78.22,6.6,44.12,instruction-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-2.1
184,TheBloke/WizardLM-70B-V1.0-GPTQ,55.28,63.82,83.85,63.68,54.54,78.61,18.5,23.97,fine-tuned,GPTQ,72.82,https://huggingface.co/TheBloke/WizardLM-70B-V1.0-GPTQ
185,adonlee/LLaMA_2_13B_SFT_v1,55.24,64.51,83.38,58.6,53.2,78.53,40.03,8.46,,16bit,0.0,https://huggingface.co/adonlee/LLaMA_2_13B_SFT_v1
186,openaccess-ai-collective/manticore-30b-chat-pyg-alpha,55.2,64.16,84.38,57.49,51.57,79.48,16.07,33.22,fine-tuned,16bit,32.53,https://huggingface.co/openaccess-ai-collective/manticore-30b-chat-pyg-alpha
187,Undi95/MLewdBoros-L2-13B,55.1,62.54,83.9,56.57,48.14,76.95,10.99,46.59,fine-tuned,16bit,13.02,https://huggingface.co/Undi95/MLewdBoros-L2-13B
188,l3utterfly/mistral-7b-v0.1-layla-v1,55.05,60.15,83.25,60.31,48.9,75.93,16.83,40.01,,16bit,7.0,https://huggingface.co/l3utterfly/mistral-7b-v0.1-layla-v1
189,ajibawa-2023/carl-33b,55.01,64.59,85.27,58.38,45.32,76.24,6.37,48.92,fine-tuned,16bit,32.32,https://huggingface.co/ajibawa-2023/carl-33b
190,openbmb/UltraLM-13b-v2.0,55.0,62.63,81.49,56.17,49.48,76.48,26.08,32.69,fine-tuned,16bit,12.85,https://huggingface.co/openbmb/UltraLM-13b-v2.0
191,meta-llama/Llama-2-70b-chat-hf,54.98,64.59,85.88,63.91,52.8,80.51,26.69,10.5,RL-tuned,16bit,68.98,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf
192,willyninja30/ARIA-70B-French,54.96,64.51,85.87,63.88,52.8,80.51,26.69,10.5,fine-tuned,16bit,68.72,https://huggingface.co/willyninja30/ARIA-70B-French
193,abhishek/zephyr-beta-math,54.89,56.66,81.26,57.24,44.83,75.53,56.41,12.32,fine-tuned,16bit,0.0,https://huggingface.co/abhishek/zephyr-beta-math
194,TheBloke/alpaca-lora-65B-HF,54.86,64.85,85.59,63.11,45.15,81.22,28.05,16.08,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/alpaca-lora-65B-HF
195,CobraMamba/mamba-gpt-7b-v2,54.85,61.95,83.83,61.74,46.63,78.45,17.29,34.07,fine-tuned,16bit,7.0,https://huggingface.co/CobraMamba/mamba-gpt-7b-v2
196,Sao10K/Stheno-1.2-L2-13B,54.8,60.75,83.67,56.27,50.32,74.98,10.92,46.72,fine-tuned,16bit,12.85,https://huggingface.co/Sao10K/Stheno-1.2-L2-13B
197,migtissera/SynthIA-7B-v1.5,54.8,62.71,83.37,63.48,51.32,79.24,17.44,26.01,fine-tuned,16bit,7.11,https://huggingface.co/migtissera/SynthIA-7B-v1.5
198,CobraMamba/mamba-gpt-7b-v1,54.77,61.26,84.1,63.46,46.34,79.16,17.36,31.67,fine-tuned,16bit,7.11,https://huggingface.co/CobraMamba/mamba-gpt-7b-v1
199,migtissera/Tess-XS-v1.1,54.77,63.91,84.06,63.07,49.92,79.16,16.22,27.07,fine-tuned,16bit,7.24,https://huggingface.co/migtissera/Tess-XS-v1.1
200,TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16,54.74,65.61,85.15,63.13,52.47,81.29,27.82,7.71,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16
201,lmsys/vicuna-33b-v1.3,54.74,62.12,83.0,59.22,56.16,77.03,13.72,31.92,,16bit,32.32,https://huggingface.co/lmsys/vicuna-33b-v1.3
202,TheBloke/guanaco-65B-HF,54.68,65.44,86.47,62.92,52.81,82.4,26.0,6.69,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/guanaco-65B-HF
203,Undi95/MLewd-v2.4-13B,54.65,61.69,83.83,55.1,53.34,74.51,9.78,44.33,fine-tuned,16bit,12.85,https://huggingface.co/Undi95/MLewd-v2.4-13B
204,PocketDoc/Dans-AdventurousWinds-7b,54.63,61.01,83.47,63.69,42.65,78.22,15.69,37.65,fine-tuned,16bit,7.24,https://huggingface.co/PocketDoc/Dans-AdventurousWinds-7b
205,huggyllama/llama-65b,54.62,63.48,86.09,63.93,43.43,82.56,37.23,5.63,pretrained,16bit,65.29,https://huggingface.co/huggyllama/llama-65b
206,ehartford/samantha-1.1-llama-33b,54.59,67.83,85.55,58.79,61.19,76.48,4.02,28.29,,16bit,32.32,https://huggingface.co/ehartford/samantha-1.1-llama-33b
207,perlthoughts/Chupacabra-v3,54.58,66.21,81.29,59.36,57.85,77.43,15.01,24.93,fine-tuned,16bit,7.24,https://huggingface.co/perlthoughts/Chupacabra-v3
208,NeverSleep/Mistral-11B-SynthIAirOmniMix,54.56,62.46,83.13,63.47,55.69,76.4,11.9,28.88,fine-tuned,16bit,10.73,https://huggingface.co/NeverSleep/Mistral-11B-SynthIAirOmniMix
209,TFLai/Stable-Platypus2-13B-QLoRA-0.80-epoch,54.53,62.29,82.46,57.09,51.41,76.56,3.56,48.35,instruction-tuned,16bit,13.02,https://huggingface.co/TFLai/Stable-Platypus2-13B-QLoRA-0.80-epoch
210,Open-Orca/Mistral-7B-OpenOrca,54.51,64.08,83.99,62.24,53.05,77.74,19.94,20.53,fine-tuned,16bit,7.11,https://huggingface.co/Open-Orca/Mistral-7B-OpenOrca
211,uukuguy/speechless-llama2-13b,54.47,62.03,81.82,58.69,55.66,76.01,33.97,13.12,fine-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-llama2-13b
212,jondurbin/airoboros-65b-gpt4-2.0,54.46,66.64,86.66,63.18,49.11,80.74,20.85,14.05,fine-tuned,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-2.0
213,Sao10K/Stheno-1.1-L2-13B,54.43,60.75,83.64,56.39,50.3,75.22,7.96,46.78,fine-tuned,16bit,12.85,https://huggingface.co/Sao10K/Stheno-1.1-L2-13B
214,WizardLM/WizardMath-70B-V1.0,54.41,68.17,86.49,68.89,52.69,82.32,3.94,18.37,instruction-tuned,16bit,68.72,https://huggingface.co/WizardLM/WizardMath-70B-V1.0
215,ehartford/WizardLM-33B-V1.0-Uncensored,54.41,63.65,83.84,59.36,56.8,77.66,18.65,20.89,,16bit,32.32,https://huggingface.co/ehartford/WizardLM-33B-V1.0-Uncensored
216,upstage/llama-30b-instruct,54.41,62.46,86.23,59.37,52.78,80.51,12.13,27.39,fine-tuned,16bit,32.32,https://huggingface.co/upstage/llama-30b-instruct
217,jondurbin/airoboros-33b-gpt4-m2.0,54.4,63.14,85.19,57.28,48.07,78.45,9.7,38.94,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0
218,TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ,54.39,61.09,82.4,56.46,49.9,77.66,23.28,29.96,,16bit,35.58,https://huggingface.co/TheBloke/Wizard-Vicuna-30B-Uncensored-GPTQ
219,sauce1337/AppleSauce-L2-13b,54.37,61.01,83.61,57.07,47.81,75.93,10.01,45.19,fine-tuned,16bit,13.02,https://huggingface.co/sauce1337/AppleSauce-L2-13b
220,JosephusCheung/Pwen-14B-Chat-20_30,54.35,56.14,79.78,60.01,47.02,76.48,26.99,33.99,fine-tuned,16bit,14.0,https://huggingface.co/JosephusCheung/Pwen-14B-Chat-20_30
221,WizardLM/WizardMath-70B-V1.0,54.34,67.92,86.46,68.92,52.77,82.32,4.09,17.87,instruction-tuned,16bit,68.72,https://huggingface.co/WizardLM/WizardMath-70B-V1.0
222,vihangd/smartyplats-7b-v2,54.32,57.94,80.76,58.16,50.26,75.53,38.82,18.75,instruction-tuned,16bit,7.0,https://huggingface.co/vihangd/smartyplats-7b-v2
223,CoruNethron/neu-sai-it1,54.29,61.26,81.39,60.17,51.49,77.51,2.88,45.31,,4bit,0.0,https://huggingface.co/CoruNethron/neu-sai-it1
224,jondurbin/airoboros-33b-gpt4-m2.0,54.27,63.4,85.19,57.46,48.15,78.37,9.63,37.72,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0
225,jondurbin/airoboros-65b-gpt4-2.0,54.27,66.81,86.66,63.41,49.17,80.27,20.55,13.0,fine-tuned,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-2.0
226,tianlinliu0121/zephyr-7b-dpo-full-beta-0.2,54.26,61.77,84.04,61.79,54.72,76.95,30.02,10.51,instruction-tuned,16bit,7.24,https://huggingface.co/tianlinliu0121/zephyr-7b-dpo-full-beta-0.2
227,garage-bAInd/Stable-Platypus2-13B,54.25,62.71,82.29,58.3,52.52,76.87,1.82,45.22,fine-tuned,16bit,12.85,https://huggingface.co/garage-bAInd/Stable-Platypus2-13B
228,jondurbin/airoboros-65b-gpt4-m2.0,54.19,65.02,86.35,64.37,46.66,80.19,22.14,14.58,fine-tuned,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0
229,uukuguy/speechless-orca-platypus-coig-lite-2k-0.6e-13b,54.18,59.9,80.76,58.34,47.97,77.9,7.51,46.85,fine-tuned,16bit,12.85,https://huggingface.co/uukuguy/speechless-orca-platypus-coig-lite-2k-0.6e-13b
230,openaccess-ai-collective/mistral-7b-slimorcaboros,54.1,63.65,83.7,63.46,55.81,77.03,23.43,11.62,fine-tuned,16bit,7.0,https://huggingface.co/openaccess-ai-collective/mistral-7b-slimorcaboros
231,tianlinliu0121/zephyr-7b-dpo-full-beta-0.2,54.1,61.86,83.98,61.85,54.78,76.95,28.73,10.55,instruction-tuned,16bit,7.24,https://huggingface.co/tianlinliu0121/zephyr-7b-dpo-full-beta-0.2
232,uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85,54.1,61.69,83.85,64.43,43.13,78.93,40.33,6.32,fine-tuned,16bit,7.0,https://huggingface.co/uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b-dare-0.85
233,TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch,54.08,60.84,82.56,56.42,53.32,75.93,2.27,47.24,instruction-tuned,16bit,13.02,https://huggingface.co/TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch
234,OpenLemur/lemur-70b-v1,54.03,64.33,85.72,65.85,44.78,83.03,28.73,5.74,fine-tuned,16bit,68.72,https://huggingface.co/OpenLemur/lemur-70b-v1
235,jondurbin/airoboros-33b-gpt4-2.0,54.01,63.91,85.67,57.95,45.54,77.98,11.07,35.94,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0
236,jondurbin/airoboros-65b-gpt4-m2.0,53.94,65.1,86.34,64.32,46.63,80.11,21.61,13.47,fine-tuned,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-m2.0
237,PulsarAI/Nebula-7B,53.93,59.3,83.46,57.0,45.56,76.4,14.86,40.96,instruction-tuned,16bit,7.24,https://huggingface.co/PulsarAI/Nebula-7B
238,jondurbin/airoboros-33b-gpt4-m2.0,53.88,64.68,84.95,57.77,47.44,77.74,10.39,34.17,fine-tuned,8bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-m2.0
239,Enno-Ai/ennodata-13b-8bit-raw-15epoch,53.87,61.6,82.2,57.55,53.58,77.51,1.44,43.22,fine-tuned,16bit,13.02,https://huggingface.co/Enno-Ai/ennodata-13b-8bit-raw-15epoch
240,OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16,53.87,50.0,71.19,55.71,53.01,70.8,34.57,41.81,fine-tuned,16bit,33.53,https://huggingface.co/OpenBuddy/openbuddy-codellama2-34b-v11.1-bf16
241,openBuddy/openbuddy-llama2-34b-v11.1-bf16,53.87,50.0,71.19,55.71,53.01,70.8,34.57,41.81,fine-tuned,16bit,33.53,https://huggingface.co/openBuddy/openbuddy-llama2-34b-v11.1-bf16
242,sauce1337/BerrySauce-L2-13b,53.86,62.29,83.78,57.1,48.3,76.09,11.75,37.75,fine-tuned,16bit,13.02,https://huggingface.co/sauce1337/BerrySauce-L2-13b
243,jondurbin/airoboros-33b-gpt4-2.0,53.82,63.82,85.65,58.44,45.57,77.9,10.69,34.64,fine-tuned,16bit,32.32,https://huggingface.co/jondurbin/airoboros-33b-gpt4-2.0
244,PulsarAI/CollectiveCognition-v1.1-Nebula-7B,53.79,58.11,82.39,57.03,53.53,73.72,9.55,42.17,fine-tuned,16bit,7.24,https://huggingface.co/PulsarAI/CollectiveCognition-v1.1-Nebula-7B
245,ajibawa-2023/Uncensored-Frank-33B,53.79,62.12,83.3,57.57,54.03,76.56,16.68,26.28,fine-tuned,16bit,32.32,https://huggingface.co/ajibawa-2023/Uncensored-Frank-33B
246,jondurbin/airoboros-65b-gpt4-1.4,53.78,65.53,85.77,61.95,52.43,79.79,18.04,12.94,fine-tuned,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4
247,psmathur/model_007_13b_v2,53.78,61.95,82.48,57.32,53.5,75.85,1.36,43.97,fine-tuned,16bit,12.85,https://huggingface.co/psmathur/model_007_13b_v2
248,BELLE-2/BELLE-Llama2-13B-chat-0.4M,53.77,60.67,82.31,55.94,50.85,75.53,14.4,36.7,fine-tuned,16bit,12.85,https://huggingface.co/BELLE-2/BELLE-Llama2-13B-chat-0.4M
249,concedo/Vicuzard-30B-Uncensored,53.76,62.97,83.68,58.16,52.27,77.11,15.39,26.76,fine-tuned,16bit,32.32,https://huggingface.co/concedo/Vicuzard-30B-Uncensored
250,Enno-Ai/ennodata-raw-pankajmathur-13b-peft,53.72,61.95,82.21,57.44,53.57,75.93,1.29,43.65,fine-tuned,8bit,13.02,https://huggingface.co/Enno-Ai/ennodata-raw-pankajmathur-13b-peft
251,jondurbin/airoboros-65b-gpt4-1.4,53.68,65.78,85.83,62.27,52.45,79.64,18.04,11.76,,16bit,65.02,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4
252,jondurbin/airoboros-65b-gpt4-1.4-peft,53.68,65.78,85.83,62.27,52.45,79.64,18.04,11.76,fine-tuned,16bit,65.0,https://huggingface.co/jondurbin/airoboros-65b-gpt4-1.4-peft
253,akjindal53244/Mistral-7B-v0.1-Open-Platypus,53.64,62.37,85.08,63.79,47.33,77.66,17.29,21.93,instruction-tuned,16bit,7.11,https://huggingface.co/akjindal53244/Mistral-7B-v0.1-Open-Platypus
254,TheBloke/robin-65b-v2-fp16,53.61,61.95,84.6,62.51,52.31,80.51,26.99,6.42,fine-tuned,16bit,65.02,https://huggingface.co/TheBloke/robin-65b-v2-fp16
255,WizardLM/WizardMath-70B-V1.0,53.6,67.49,86.03,68.44,52.23,81.77,2.88,16.36,instruction-tuned,8bit,68.72,https://huggingface.co/WizardLM/WizardMath-70B-V1.0
256,Sao10K/Stheno-V2-Delta-fp16,53.59,62.46,83.45,59.04,55.25,73.88,12.81,28.23,,16bit,13.02,https://huggingface.co/Sao10K/Stheno-V2-Delta-fp16
257,Sao10K/Stheno-v2-Delta-fp16,53.59,62.46,83.45,59.04,55.25,73.88,12.81,28.23,,16bit,0.0,https://huggingface.co/Sao10K/Stheno-v2-Delta-fp16
258,FlagAlpha/Llama2-Chinese-13b-Chat,53.57,55.97,82.05,54.74,48.9,76.16,12.59,44.6,fine-tuned,16bit,12.85,https://huggingface.co/FlagAlpha/Llama2-Chinese-13b-Chat
259,Secbone/llama-33B-instructed,53.56,64.59,86.17,60.5,44.12,79.32,14.4,25.81,instruction-tuned,16bit,32.32,https://huggingface.co/Secbone/llama-33B-instructed
260,01-ai/Yi-6B-200K,53.54,53.75,75.57,64.65,41.56,73.64,31.39,34.23,pretrained,16bit,6.06,https://huggingface.co/01-ai/Yi-6B-200K
261,maywell/Synatra-V0.1-7B,53.54,55.29,76.63,55.29,55.76,72.77,19.41,39.63,fine-tuned,16bit,7.11,https://huggingface.co/maywell/Synatra-V0.1-7B
262,maywell/Synatra-V0.1-7B-Instruct,53.54,55.29,76.63,55.29,55.76,72.77,19.41,39.63,instruction-tuned,16bit,7.11,https://huggingface.co/maywell/Synatra-V0.1-7B-Instruct
263,openaccess-ai-collective/jackalope-7b,53.53,63.4,83.29,63.5,50.06,78.06,28.66,7.79,fine-tuned,16bit,7.11,https://huggingface.co/openaccess-ai-collective/jackalope-7b
264,openchat/openchat_3.5,53.52,63.91,84.79,64.94,46.38,80.58,26.84,7.22,fine-tuned,16bit,0.0,https://huggingface.co/openchat/openchat_3.5
265,OpenBuddy/openbuddy-llama2-13b-v11.1-bf16,53.51,51.79,76.23,56.13,49.7,73.48,24.34,42.89,fine-tuned,16bit,12.88,https://huggingface.co/OpenBuddy/openbuddy-llama2-13b-v11.1-bf16
266,openchat/openchat_3.5,53.51,63.82,84.8,64.98,46.39,80.74,26.61,7.23,fine-tuned,16bit,0.0,https://huggingface.co/openchat/openchat_3.5
267,CalderaAI/13B-Thorns-l2,53.5,62.88,83.57,56.95,49.52,74.51,0.91,46.13,instruction-tuned,16bit,12.85,https://huggingface.co/CalderaAI/13B-Thorns-l2
268,Sao10K/Stheno-L2-13B,53.48,61.01,83.95,56.33,50.18,75.14,11.98,35.76,fine-tuned,16bit,12.85,https://huggingface.co/Sao10K/Stheno-L2-13B
269,ehartford/dolphin-2.1-mistral-7b,53.47,64.42,84.92,63.32,55.56,77.74,20.77,7.56,instruction-tuned,16bit,7.11,https://huggingface.co/ehartford/dolphin-2.1-mistral-7b
270,uukuguy/speechless-code-mistral-7b-v1.0,53.47,60.58,83.75,62.98,47.9,78.69,19.18,21.19,fine-tuned,16bit,7.11,https://huggingface.co/uukuguy/speechless-code-mistral-7b-v1.0
271,ehartford/based-30b,53.46,63.91,85.67,58.28,35.7,80.11,0.3,50.22,fine-tuned,16bit,32.32,https://huggingface.co/ehartford/based-30b
272,TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,53.44,62.12,83.45,58.24,50.81,78.45,14.25,26.74,fine-tuned,16bit,32.32,https://huggingface.co/TheBloke/Wizard-Vicuna-30B-Uncensored-fp16
273,ehartford/Wizard-Vicuna-30B-Uncensored,53.44,62.12,83.45,58.24,50.81,78.45,14.25,26.74,fine-tuned,16bit,32.32,https://huggingface.co/ehartford/Wizard-Vicuna-30B-Uncensored
274,Weyaxi/SlimOpenOrca-Mistral-7B,53.43,62.97,83.49,62.3,57.39,77.43,21.46,9.01,fine-tuned,16bit,7.24,https://huggingface.co/Weyaxi/SlimOpenOrca-Mistral-7B
275,01-ai/Yi-6B-200K,53.42,53.58,75.58,64.65,41.74,74.27,30.33,33.77,pretrained,16bit,6.06,https://huggingface.co/01-ai/Yi-6B-200K
276,PulsarAI/Chat-AYB-Platypus2-13B,53.39,60.49,84.03,57.83,54.52,75.77,2.96,38.12,instruction-tuned,16bit,13.02,https://huggingface.co/PulsarAI/Chat-AYB-Platypus2-13B
277,uukuguy/speechless-mistral-six-in-one-7b,53.38,62.97,84.6,63.29,57.77,77.51,18.42,9.13,fine-tuned,16bit,7.24,https://huggingface.co/uukuguy/speechless-mistral-six-in-one-7b
278,Weyaxi/neural-chat-7b-v3-1-Nebula-v2-7B,53.37,61.77,80.21,59.07,58.56,71.82,4.62,37.51,fine-tuned,16bit,7.24,https://huggingface.co/Weyaxi/neural-chat-7b-v3-1-Nebula-v2-7B
